"release_id","date_recaptured","release_site","site","number_recaptured","median_fork_length_recaptured","fws_run","hatchery_origin"
"CLR425",2009-01-16,"vulture bar","lower clear creek",2,37,NA,NA
"CLR425",2009-01-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR425",2009-01-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR425",2009-01-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR426",2009-01-19,"vulture bar","lower clear creek",14,37,NA,NA
"CLR426",2009-01-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR426",2009-01-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR426",2009-01-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR426",2009-01-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR427",2009-01-19,"clear creek road bridge","upper clear creek",48,37,NA,NA
"CLR427",2009-01-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR427",2009-01-21,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR427",2009-01-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR427",2009-01-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR428",2009-01-22,"vulture bar","lower clear creek",10,36,NA,NA
"CLR428",2009-01-23,"vulture bar","lower clear creek",2,36,NA,NA
"CLR428",2009-01-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR428",2009-01-25,"vulture bar","lower clear creek",1,36,NA,NA
"CLR428",2009-01-26,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR429",2009-01-22,"clear creek road bridge","upper clear creek",39,37,NA,NA
"CLR429",2009-01-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR429",2009-01-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR429",2009-01-25,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR429",2009-01-26,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR430",2009-01-26,"vulture bar","lower clear creek",23,37,NA,NA
"CLR430",2009-01-27,"vulture bar","lower clear creek",1,37,NA,NA
"CLR430",2009-01-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR430",2009-01-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR430",2009-01-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR431",2009-01-26,"clear creek road bridge","upper clear creek",45,37,NA,NA
"CLR431",2009-01-27,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR431",2009-01-28,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR431",2009-01-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR431",2009-01-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR432",2009-01-29,"vulture bar","lower clear creek",22,37,NA,NA
"CLR432",2009-01-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR432",2009-01-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR432",2009-02-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR432",2009-02-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR433",2009-01-29,"clear creek road bridge","upper clear creek",44,36,NA,NA
"CLR433",2009-01-30,"clear creek road bridge","upper clear creek",2,36,NA,NA
"CLR433",2009-01-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR433",2009-02-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR433",2009-02-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR434",2009-02-02,"clear creek road bridge","upper clear creek",44,37,NA,NA
"CLR434",2009-02-03,"clear creek road bridge","upper clear creek",4,37,NA,NA
"CLR434",2009-02-04,"clear creek road bridge","upper clear creek",2,37,NA,NA
"CLR434",2009-02-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR434",2009-02-06,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR435",2009-02-02,"vulture bar","lower clear creek",21,36,NA,NA
"CLR435",2009-02-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR435",2009-02-04,"vulture bar","lower clear creek",1,36,NA,NA
"CLR435",2009-02-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR435",2009-02-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR436",2009-02-05,"clear creek road bridge","upper clear creek",43,37,NA,NA
"CLR436",2009-02-06,"clear creek road bridge","upper clear creek",8,37,NA,NA
"CLR436",2009-02-07,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR436",2009-02-08,"clear creek road bridge","upper clear creek",2,37,NA,NA
"CLR436",2009-02-09,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR437",2009-02-05,"vulture bar","lower clear creek",14,38,NA,NA
"CLR437",2009-02-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR437",2009-02-07,"vulture bar","lower clear creek",1,38,NA,NA
"CLR437",2009-02-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR437",2009-02-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR438",2009-02-12,"vulture bar","lower clear creek",10,37,NA,NA
"CLR438",2009-02-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR438",2009-02-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR438",2009-02-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR438",2009-02-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR439",2009-02-12,"clear creek road bridge","upper clear creek",9,37,NA,NA
"CLR439",2009-02-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR439",2009-02-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR439",2009-02-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR439",2009-02-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR440",2009-02-20,"vulture bar","lower clear creek",46,37,NA,NA
"CLR440",2009-02-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR440",2009-02-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR440",2009-02-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR440",2009-02-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR441",2009-02-26,"vulture bar","lower clear creek",8,38,NA,NA
"CLR441",2009-02-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR441",2009-02-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR441",2009-03-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR441",2009-03-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR442",2009-03-05,"vulture bar","lower clear creek",6,38,NA,NA
"CLR442",2009-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR442",2009-03-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR442",2009-03-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR442",2009-03-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR443",2009-03-12,"vulture bar","lower clear creek",22,37,NA,NA
"CLR443",2009-03-13,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR443",2009-03-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR443",2009-03-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR443",2009-03-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR444",2009-03-19,"vulture bar","lower clear creek",38,37,NA,NA
"CLR444",2009-03-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR444",2009-03-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR444",2009-03-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR444",2009-03-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR445",2009-03-26,"vulture bar","lower clear creek",49,37,NA,NA
"CLR445",2009-03-27,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR445",2009-03-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR445",2009-03-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR445",2009-03-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR446",2009-03-29,"vulture bar","lower clear creek",38,37,NA,NA
"CLR446",2009-03-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR446",2009-03-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR446",2009-04-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR446",2009-04-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR447",2009-04-02,"vulture bar","lower clear creek",37,38,NA,NA
"CLR447",2009-04-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR447",2009-04-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR447",2009-04-05,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR447",2009-04-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR448",2009-04-16,"vulture bar","lower clear creek",27,37,NA,NA
"CLR448",2009-04-17,"vulture bar","lower clear creek",1,37,NA,NA
"CLR448",2009-04-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR448",2009-04-19,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR448",2009-04-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR449",2009-04-19,"vulture bar","lower clear creek",38,37,NA,NA
"CLR449",2009-04-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR449",2009-04-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR449",2009-04-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR449",2009-04-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR450",2009-04-21,"vulture bar","lower clear creek",12,36,NA,NA
"CLR450",2009-04-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR450",2009-04-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR450",2009-04-24,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR450",2009-04-25,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR451",2009-04-26,"vulture bar","lower clear creek",26,36,NA,NA
"CLR451",2009-04-27,"vulture bar","lower clear creek",1,36,NA,NA
"CLR451",2009-04-28,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR451",2009-04-29,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR451",2009-04-30,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR452",2009-04-30,"vulture bar","lower clear creek",36,36,NA,NA
"CLR452",2009-05-01,"vulture bar","lower clear creek",5,36,NA,NA
"CLR452",2009-05-02,"vulture bar","lower clear creek",1,36,NA,NA
"CLR452",2009-05-03,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR452",2009-05-04,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR453",2009-05-07,"vulture bar","lower clear creek",13,35,NA,NA
"CLR453",2009-05-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR453",2009-05-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR453",2009-05-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR453",2009-05-11,"vulture bar","lower clear creek",1,35,NA,NA
"CLR454",2009-05-14,"vulture bar","lower clear creek",11,36,NA,NA
"CLR454",2009-05-15,"vulture bar","lower clear creek",4,36,NA,NA
"CLR454",2009-05-16,"vulture bar","lower clear creek",1,36,NA,NA
"CLR454",2009-05-17,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR454",2009-05-18,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR455",2009-12-20,"clear creek road bridge","upper clear creek",32,36,NA,NA
"CLR455",2009-12-21,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR455",2009-12-22,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR455",2009-12-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR455",2009-12-24,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR456",2009-12-26,"clear creek road bridge","upper clear creek",50,37,NA,NA
"CLR456",2009-12-27,"clear creek road bridge","upper clear creek",1,37,NA,NA
"CLR456",2009-12-28,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR456",2009-12-29,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR456",2009-12-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR457",2010-01-01,"clear creek road bridge","upper clear creek",45,37,NA,NA
"CLR457",2010-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR457",2010-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR457",2010-01-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR457",2010-01-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR458",2010-01-01,"clear creek road bridge","upper clear creek",43,37,NA,NA
"CLR458",2010-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR458",2010-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR458",2010-01-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR458",2010-01-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR459",2010-01-01,"clear creek road bridge","upper clear creek",46,37,NA,NA
"CLR459",2010-01-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR459",2010-01-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR459",2010-01-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR459",2010-01-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR460",2010-01-08,"vulture bar","lower clear creek",25,37,NA,NA
"CLR460",2010-01-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR460",2010-01-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR460",2010-01-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR460",2010-01-12,"vulture bar","lower clear creek",1,37,NA,NA
"CLR461",2010-01-08,"vulture bar","lower clear creek",16,37,NA,NA
"CLR461",2010-01-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR461",2010-01-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR461",2010-01-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR461",2010-01-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR462",2010-01-08,"vulture bar","lower clear creek",24,36,NA,NA
"CLR462",2010-01-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR462",2010-01-10,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR462",2010-01-11,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR462",2010-01-12,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR463",2010-01-19,"vulture bar","lower clear creek",9,36,NA,NA
"CLR463",2010-01-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR463",2010-01-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR463",2010-01-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR463",2010-01-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR464",2010-01-29,"clear creek road bridge","upper clear creek",14,39,NA,NA
"CLR464",2010-01-30,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR464",2010-01-31,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR464",2010-02-01,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR464",2010-02-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR465",2010-01-29,"vulture bar","lower clear creek",9,36,NA,NA
"CLR465",2010-01-30,"vulture bar","lower clear creek",3,36,NA,NA
"CLR465",2010-01-31,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR465",2010-02-01,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR465",2010-02-02,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR466",2010-02-05,"vulture bar","lower clear creek",22,38,NA,NA
"CLR466",2010-02-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR466",2010-02-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR466",2010-02-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR466",2010-02-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR467",2010-02-12,"vulture bar","lower clear creek",9,37,NA,NA
"CLR467",2010-02-13,"vulture bar","lower clear creek",1,37,NA,NA
"CLR467",2010-02-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR467",2010-02-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR467",2010-02-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR468",2010-02-12,"vulture bar","lower clear creek",9,39,NA,NA
"CLR468",2010-02-13,"vulture bar","lower clear creek",1,39,NA,NA
"CLR468",2010-02-14,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR468",2010-02-15,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR468",2010-02-16,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR469",2010-03-05,"vulture bar","lower clear creek",8,38,NA,NA
"CLR469",2010-03-06,"vulture bar","lower clear creek",1,38,NA,NA
"CLR469",2010-03-07,"vulture bar","lower clear creek",1,38,NA,NA
"CLR469",2010-03-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR469",2010-03-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR470",2010-03-05,"vulture bar","lower clear creek",13,38,NA,NA
"CLR470",2010-03-06,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR470",2010-03-07,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR470",2010-03-08,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR470",2010-03-09,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR471",2010-04-19,"vulture bar","lower clear creek",2,37,NA,NA
"CLR471",2010-04-20,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR471",2010-04-21,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR471",2010-04-22,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR471",2010-04-23,"vulture bar","lower clear creek",0,NA,NA,NA
"CLR472",2010-12-01,"clear creek road bridge","upper clear creek",19,34,NA,NA
"CLR472",2010-12-02,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR472",2010-12-03,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR472",2010-12-04,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR472",2010-12-05,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR473",2010-12-08,"clear creek road bridge","upper clear creek",21,35,NA,NA
"CLR473",2010-12-09,"clear creek road bridge","upper clear creek",4,35,NA,NA
"CLR473",2010-12-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR473",2010-12-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR473",2010-12-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR474",2010-12-08,"clear creek road bridge","upper clear creek",15,35,NA,NA
"CLR474",2010-12-09,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR474",2010-12-10,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR474",2010-12-11,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR474",2010-12-12,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR475",2010-12-12,"clear creek road bridge","upper clear creek",11,35,NA,NA
"CLR475",2010-12-13,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR475",2010-12-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR475",2010-12-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR475",2010-12-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR476",2010-12-12,"clear creek road bridge","upper clear creek",23,35,NA,NA
"CLR476",2010-12-13,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR476",2010-12-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR476",2010-12-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR476",2010-12-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR477",2010-12-12,"clear creek road bridge","upper clear creek",19,35,NA,NA
"CLR477",2010-12-13,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR477",2010-12-14,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR477",2010-12-15,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR477",2010-12-16,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR478",2010-12-16,"clear creek road bridge","upper clear creek",21,36,NA,NA
"CLR478",2010-12-17,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR478",2010-12-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR478",2010-12-19,"clear creek road bridge","upper clear creek",1,36,NA,NA
"CLR478",2010-12-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR479",2010-12-16,"clear creek road bridge","upper clear creek",21,35,NA,NA
"CLR479",2010-12-17,"clear creek road bridge","upper clear creek",2,35,NA,NA
"CLR479",2010-12-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR479",2010-12-19,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR479",2010-12-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR480",2010-12-16,"clear creek road bridge","upper clear creek",19,35,NA,NA
"CLR480",2010-12-17,"clear creek road bridge","upper clear creek",1,35,NA,NA
"CLR480",2010-12-18,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR480",2010-12-19,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR480",2010-12-20,"clear creek road bridge","upper clear creek",0,NA,NA,NA
"CLR481",2010-12-22,"clear creek road bridge","upper clear creek",20,36,NA,NA
"CLR481",2010-12-23,"clear creek road bridge","upper clear creek",0,NA,NA,NA
