Date,Time,ºC,ºF
2/14/2022,9:30,9.952,49.9136
2/14/2022,10:00,10.075,50.135
2/14/2022,10:30,10.173,50.3114
2/14/2022,11:00,10.345,50.621
2/14/2022,11:30,10.516,50.9288
2/14/2022,12:00,10.614,51.1052
2/14/2022,12:30,10.712,51.2816
2/14/2022,13:00,10.81,51.458
2/14/2022,13:30,10.834,51.5012
2/14/2022,14:00,10.98,51.764
2/14/2022,14:30,11.175,52.115
2/14/2022,15:00,11.273,52.2914
2/14/2022,15:30,11.346,52.4228
2/14/2022,16:00,11.37,52.466
2/14/2022,16:30,11.394,52.5092
2/14/2022,17:00,11.419,52.5542
2/14/2022,17:30,11.321,52.3778
2/14/2022,18:00,11.248,52.2464
2/14/2022,18:30,11.175,52.115
2/14/2022,19:00,11.127,52.0286
2/14/2022,19:30,11.029,51.8522
2/14/2022,20:00,10.932,51.6776
2/14/2022,20:30,10.883,51.5894
2/14/2022,21:00,10.858,51.5444
2/14/2022,21:30,10.81,51.458
2/14/2022,22:00,10.761,51.3698
2/14/2022,22:30,10.712,51.2816
2/14/2022,23:00,10.663,51.1934
2/14/2022,23:30,10.59,51.062
2/15/2022,0:00,10.516,50.9288
2/15/2022,0:30,10.443,50.7974
2/15/2022,1:00,10.369,50.6642
2/15/2022,1:30,10.296,50.5328
2/15/2022,2:00,10.198,50.3564
2/15/2022,2:30,10.1,50.18
2/15/2022,3:00,10.001,50.0018
2/15/2022,3:30,9.879,49.7822
2/15/2022,4:00,9.78,49.604
2/15/2022,4:30,9.682,49.4276
2/15/2022,5:00,9.583,49.2494
2/15/2022,5:30,9.485,49.073
2/15/2022,6:00,9.386,48.8948
2/15/2022,6:30,9.287,48.7166
2/15/2022,7:00,9.188,48.5384
2/15/2022,7:30,9.139,48.4502
2/15/2022,8:00,9.064,48.3152
2/15/2022,8:30,9.015,48.227
2/15/2022,9:00,8.99,48.182
2/15/2022,9:30,8.99,48.182
2/15/2022,10:00,9.04,48.272
2/15/2022,10:30,9.114,48.4052
2/15/2022,11:00,9.213,48.5834
2/15/2022,11:30,9.386,48.8948
2/15/2022,12:00,9.558,49.2044
2/15/2022,12:30,9.706,49.4708
2/15/2022,13:00,9.879,49.7822
2/15/2022,13:30,10.051,50.0918
2/15/2022,14:00,10.173,50.3114
2/15/2022,14:30,10.32,50.576
2/15/2022,15:00,10.418,50.7524
2/15/2022,15:30,10.467,50.8406
2/15/2022,16:00,10.492,50.8856
2/15/2022,16:30,10.492,50.8856
2/15/2022,17:00,10.418,50.7524
2/15/2022,17:30,10.345,50.621
2/15/2022,18:00,10.247,50.4446
2/15/2022,18:30,10.124,50.2232
2/15/2022,19:00,10.001,50.0018
2/15/2022,19:30,9.854,49.7372
2/15/2022,20:00,9.756,49.5608
2/15/2022,20:30,9.608,49.2944
2/15/2022,21:00,9.509,49.1162
2/15/2022,21:30,9.435,48.983
2/15/2022,22:00,9.41,48.938
2/15/2022,22:30,9.386,48.8948
2/15/2022,23:00,9.361,48.8498
2/15/2022,23:30,9.312,48.7616
2/16/2022,0:00,9.262,48.6716
2/16/2022,0:30,9.213,48.5834
2/16/2022,1:00,9.139,48.4502
2/16/2022,1:30,9.089,48.3602
2/16/2022,2:00,9.015,48.227
2/16/2022,2:30,8.916,48.0488
2/16/2022,3:00,8.817,47.8706
2/16/2022,3:30,8.742,47.7356
2/16/2022,4:00,8.668,47.6024
2/16/2022,4:30,8.568,47.4224
2/16/2022,5:00,8.519,47.3342
2/16/2022,5:30,8.419,47.1542
2/16/2022,6:00,8.344,47.0192
2/16/2022,6:30,8.27,46.886
2/16/2022,7:00,8.22,46.796
2/16/2022,7:30,8.17,46.706
2/16/2022,8:00,8.145,46.661
2/16/2022,8:30,8.145,46.661
2/16/2022,9:00,8.195,46.751
2/16/2022,9:30,8.27,46.886
2/16/2022,10:00,8.419,47.1542
2/16/2022,10:30,8.593,47.4674
2/16/2022,11:00,8.817,47.8706
2/16/2022,11:30,9.04,48.272
2/16/2022,12:00,9.287,48.7166
2/16/2022,12:30,9.509,49.1162
2/16/2022,13:00,9.706,49.4708
2/16/2022,13:30,9.903,49.8254
2/16/2022,14:00,10.075,50.135
2/16/2022,14:30,10.222,50.3996
2/16/2022,15:00,10.32,50.576
2/16/2022,15:30,10.394,50.7092
2/16/2022,16:00,10.394,50.7092
2/16/2022,16:30,10.394,50.7092
2/16/2022,17:00,10.345,50.621
2/16/2022,17:30,10.296,50.5328
2/16/2022,18:00,10.198,50.3564
2/16/2022,18:30,10.1,50.18
2/16/2022,19:00,10.001,50.0018
2/16/2022,19:30,9.903,49.8254
2/16/2022,20:00,9.805,49.649
2/16/2022,20:30,9.731,49.5158
2/16/2022,21:00,9.657,49.3826
2/16/2022,21:30,9.608,49.2944
2/16/2022,22:00,9.558,49.2044
2/16/2022,22:30,9.534,49.1612
2/16/2022,23:00,9.509,49.1162
2/16/2022,23:30,9.509,49.1162
2/17/2022,0:00,9.46,49.028
2/17/2022,0:30,9.435,48.983
2/17/2022,1:00,9.41,48.938
2/17/2022,1:30,9.361,48.8498
2/17/2022,2:00,9.312,48.7616
2/17/2022,2:30,9.262,48.6716
2/17/2022,3:00,9.188,48.5384
2/17/2022,3:30,9.114,48.4052
2/17/2022,4:00,9.064,48.3152
2/17/2022,4:30,9.015,48.227
2/17/2022,5:00,8.916,48.0488
2/17/2022,5:30,8.817,47.8706
2/17/2022,6:00,8.717,47.6906
2/17/2022,6:30,8.618,47.5124
2/17/2022,7:00,8.519,47.3342
2/17/2022,7:30,8.419,47.1542
2/17/2022,8:00,8.369,47.0642
2/17/2022,8:30,8.319,46.9742
2/17/2022,9:00,8.319,46.9742
2/17/2022,9:30,8.369,47.0642
2/17/2022,10:00,8.444,47.1992
2/17/2022,10:30,8.568,47.4224
2/17/2022,11:00,8.717,47.6906
2/17/2022,11:30,8.891,48.0038
2/17/2022,12:00,9.089,48.3602
2/17/2022,12:30,9.336,48.8048
2/17/2022,13:00,9.534,49.1612
2/17/2022,13:30,9.731,49.5158
2/17/2022,14:00,9.903,49.8254
2/17/2022,14:30,10.1,50.18
2/17/2022,15:00,10.222,50.3996
2/17/2022,15:30,10.296,50.5328
2/17/2022,16:00,10.345,50.621
2/17/2022,16:30,10.345,50.621
2/17/2022,17:00,10.345,50.621
2/17/2022,17:30,10.271,50.4878
2/17/2022,18:00,10.222,50.3996
2/17/2022,18:30,10.124,50.2232
2/17/2022,19:00,10.026,50.0468
2/17/2022,19:30,9.952,49.9136
2/17/2022,20:00,9.829,49.6922
2/17/2022,20:30,9.78,49.604
2/17/2022,21:00,9.706,49.4708
2/17/2022,21:30,9.657,49.3826
2/17/2022,22:00,9.608,49.2944
2/17/2022,22:30,9.583,49.2494
2/17/2022,23:00,9.558,49.2044
2/17/2022,23:30,9.534,49.1612
2/18/2022,0:00,9.509,49.1162
2/18/2022,0:30,9.485,49.073
2/18/2022,1:00,9.435,48.983
2/18/2022,1:30,9.386,48.8948
2/18/2022,2:00,9.361,48.8498
2/18/2022,2:30,9.262,48.6716
2/18/2022,3:00,9.213,48.5834
2/18/2022,3:30,9.114,48.4052
2/18/2022,4:00,9.015,48.227
2/18/2022,4:30,8.916,48.0488
2/18/2022,5:00,8.817,47.8706
2/18/2022,5:30,8.717,47.6906
2/18/2022,6:00,8.618,47.5124
2/18/2022,6:30,8.543,47.3774
2/18/2022,7:00,8.444,47.1992
2/18/2022,7:30,8.344,47.0192
2/18/2022,8:00,8.295,46.931
2/18/2022,8:30,8.245,46.841
2/18/2022,9:00,8.245,46.841
2/18/2022,9:30,8.27,46.886
2/18/2022,10:00,8.394,47.1092
2/18/2022,10:30,8.519,47.3342
2/18/2022,11:00,8.693,47.6474
2/18/2022,11:30,8.916,48.0488
2/18/2022,12:00,9.114,48.4052
2/18/2022,12:30,9.312,48.7616
2/18/2022,13:00,9.558,49.2044
2/18/2022,13:30,9.756,49.5608
2/18/2022,14:00,10.001,50.0018
2/18/2022,14:30,10.149,50.2682
2/18/2022,15:00,10.296,50.5328
2/18/2022,15:30,10.394,50.7092
2/18/2022,16:00,10.492,50.8856
2/18/2022,16:30,10.516,50.9288
2/18/2022,17:00,10.541,50.9738
2/18/2022,17:30,10.516,50.9288
2/18/2022,18:00,10.467,50.8406
2/18/2022,18:30,10.418,50.7524
2/18/2022,19:00,10.369,50.6642
2/18/2022,19:30,10.247,50.4446
2/18/2022,20:00,10.173,50.3114
2/18/2022,20:30,10.1,50.18
2/18/2022,21:00,10.026,50.0468
2/18/2022,21:30,9.952,49.9136
2/18/2022,22:00,9.928,49.8704
2/18/2022,22:30,9.903,49.8254
2/18/2022,23:00,9.879,49.7822
2/18/2022,23:30,9.854,49.7372
2/19/2022,0:00,9.829,49.6922
2/19/2022,0:30,9.805,49.649
2/19/2022,1:00,9.805,49.649
2/19/2022,1:30,9.756,49.5608
2/19/2022,2:00,9.706,49.4708
2/19/2022,2:30,9.657,49.3826
2/19/2022,3:00,9.558,49.2044
2/19/2022,3:30,9.485,49.073
2/19/2022,4:00,9.41,48.938
2/19/2022,4:30,9.312,48.7616
2/19/2022,5:00,9.213,48.5834
2/19/2022,5:30,9.114,48.4052
2/19/2022,6:00,9.04,48.272
2/19/2022,6:30,8.916,48.0488
2/19/2022,7:00,8.817,47.8706
2/19/2022,7:30,8.742,47.7356
2/19/2022,8:00,8.668,47.6024
2/19/2022,8:30,8.618,47.5124
2/19/2022,9:00,8.643,47.5574
2/19/2022,9:30,8.693,47.6474
2/19/2022,10:00,8.817,47.8706
2/19/2022,10:30,8.941,48.0938
2/19/2022,11:00,9.139,48.4502
2/19/2022,11:30,9.336,48.8048
2/19/2022,12:00,9.558,49.2044
2/19/2022,12:30,9.805,49.649
2/19/2022,13:00,10.001,50.0018
2/19/2022,13:30,10.271,50.4878
2/19/2022,14:00,10.443,50.7974
2/19/2022,14:30,10.638,51.1484
2/19/2022,15:00,10.785,51.413
2/19/2022,15:30,10.932,51.6776
2/19/2022,16:00,10.98,51.764
2/19/2022,16:30,10.98,51.764
2/19/2022,17:00,10.98,51.764
2/19/2022,17:30,10.932,51.6776
2/19/2022,18:00,10.883,51.5894
2/19/2022,18:30,10.81,51.458
2/19/2022,19:00,10.736,51.3248
2/19/2022,19:30,10.638,51.1484
2/19/2022,20:00,10.541,50.9738
2/19/2022,20:30,10.467,50.8406
2/19/2022,21:00,10.394,50.7092
2/19/2022,21:30,10.345,50.621
2/19/2022,22:00,10.296,50.5328
2/19/2022,22:30,10.296,50.5328
2/19/2022,23:00,10.247,50.4446
2/19/2022,23:30,10.222,50.3996
2/20/2022,0:00,10.222,50.3996
2/20/2022,0:30,10.247,50.4446
2/20/2022,1:00,10.222,50.3996
2/20/2022,1:30,10.222,50.3996
2/20/2022,2:00,10.198,50.3564
2/20/2022,2:30,10.149,50.2682
2/20/2022,3:00,10.075,50.135
2/20/2022,3:30,10.001,50.0018
2/20/2022,4:00,9.928,49.8704
2/20/2022,4:30,9.854,49.7372
2/20/2022,5:00,9.756,49.5608
2/20/2022,5:30,9.657,49.3826
2/20/2022,6:00,9.583,49.2494
2/20/2022,6:30,9.485,49.073
2/20/2022,7:00,9.41,48.938
2/20/2022,7:30,9.312,48.7616
2/20/2022,8:00,9.262,48.6716
2/20/2022,8:30,9.262,48.6716
2/20/2022,9:00,9.262,48.6716
2/20/2022,9:30,9.287,48.7166
2/20/2022,10:00,9.312,48.7616
2/20/2022,10:30,9.386,48.8948
2/20/2022,11:00,9.534,49.1612
2/20/2022,11:30,9.731,49.5158
2/20/2022,12:00,9.952,49.9136
2/20/2022,12:30,10.173,50.3114
2/20/2022,13:00,10.394,50.7092
2/20/2022,13:30,10.541,50.9738
2/20/2022,14:00,10.785,51.413
2/20/2022,14:30,10.907,51.6326
2/20/2022,15:00,11.078,51.9404
2/20/2022,15:30,11.127,52.0286
2/20/2022,16:00,11.224,52.2032
2/20/2022,16:30,11.224,52.2032
2/20/2022,17:00,11.175,52.115
2/20/2022,17:30,11.175,52.115
2/20/2022,18:00,11.053,51.8954
2/20/2022,18:30,10.98,51.764
2/20/2022,19:00,10.883,51.5894
2/20/2022,19:30,10.761,51.3698
2/20/2022,20:00,10.638,51.1484
2/20/2022,20:30,10.541,50.9738
2/20/2022,21:00,10.443,50.7974
2/20/2022,21:30,10.345,50.621
2/20/2022,22:00,10.296,50.5328
2/20/2022,22:30,10.198,50.3564
2/20/2022,23:00,10.149,50.2682
2/20/2022,23:30,10.1,50.18
2/21/2022,0:00,10.051,50.0918
2/21/2022,0:30,10.001,50.0018
2/21/2022,1:00,9.928,49.8704
2/21/2022,1:30,9.879,49.7822
2/21/2022,2:00,9.805,49.649
2/21/2022,2:30,9.706,49.4708
2/21/2022,3:00,9.608,49.2944
2/21/2022,3:30,9.509,49.1162
2/21/2022,4:00,9.386,48.8948
2/21/2022,4:30,9.262,48.6716
2/21/2022,5:00,9.139,48.4502
2/21/2022,5:30,9.015,48.227
2/21/2022,6:00,8.891,48.0038
2/21/2022,6:30,8.767,47.7806
2/21/2022,7:00,8.618,47.5124
2/21/2022,7:30,8.717,47.6906
2/21/2022,8:00,8.419,47.1542
2/21/2022,8:30,8.369,47.0642
2/21/2022,9:00,8.344,47.0192
2/21/2022,9:30,8.369,47.0642
2/21/2022,10:00,8.419,47.1542
2/21/2022,10:30,8.543,47.3774
2/21/2022,11:00,8.668,47.6024
2/21/2022,11:30,8.817,47.8706
2/21/2022,12:00,8.99,48.182
2/21/2022,12:30,9.213,48.5834
2/21/2022,13:00,9.386,48.8948
2/21/2022,13:30,9.509,49.1162
2/21/2022,14:00,9.657,49.3826
2/21/2022,14:30,9.731,49.5158
2/21/2022,15:00,9.731,49.5158
2/21/2022,15:30,9.756,49.5608
2/21/2022,16:00,9.756,49.5608
2/21/2022,16:30,9.706,49.4708
2/21/2022,17:00,9.706,49.4708
2/21/2022,17:30,9.657,49.3826
2/21/2022,18:00,9.558,49.2044
2/21/2022,18:30,9.485,49.073
2/21/2022,19:00,9.361,48.8498
2/21/2022,19:30,9.262,48.6716
2/21/2022,20:00,9.139,48.4502
2/21/2022,20:30,9.015,48.227
2/21/2022,21:00,8.941,48.0938
2/21/2022,21:30,8.841,47.9138
2/21/2022,22:00,8.767,47.7806
2/21/2022,22:30,8.717,47.6906
2/21/2022,23:00,8.668,47.6024
2/21/2022,23:30,8.618,47.5124
2/22/2022,0:00,8.568,47.4224
2/22/2022,0:30,8.519,47.3342
2/22/2022,1:00,8.469,47.2442
2/22/2022,1:30,8.419,47.1542
2/22/2022,2:00,8.344,47.0192
2/22/2022,2:30,8.295,46.931
2/22/2022,3:00,8.245,46.841
2/22/2022,3:30,8.17,46.706
2/22/2022,4:00,8.07,46.526
2/22/2022,4:30,7.97,46.346
2/22/2022,5:00,7.87,46.166
2/22/2022,5:30,7.77,45.986
2/22/2022,6:00,7.67,45.806
2/22/2022,6:30,7.569,45.6242
2/22/2022,7:00,7.469,45.4442
2/22/2022,7:30,7.393,45.3074
2/22/2022,8:00,7.318,45.1724
2/22/2022,8:30,7.293,45.1274
2/22/2022,9:00,7.293,45.1274
2/22/2022,9:30,7.343,45.2174
2/22/2022,10:00,7.419,45.3542
2/22/2022,10:30,7.569,45.6242
2/22/2022,11:00,7.72,45.896
2/22/2022,11:30,7.895,46.211
2/22/2022,12:00,8.07,46.526
2/22/2022,12:30,8.27,46.886
2/22/2022,13:00,8.519,47.3342
2/22/2022,13:30,8.618,47.5124
2/22/2022,14:00,8.866,47.9588
2/22/2022,14:30,8.965,48.137
2/22/2022,15:00,9.114,48.4052
2/22/2022,15:30,9.188,48.5384
2/22/2022,16:00,9.188,48.5384
2/22/2022,16:30,9.213,48.5834
2/22/2022,17:00,9.163,48.4934
2/22/2022,17:30,9.04,48.272
2/22/2022,18:00,8.941,48.0938
2/22/2022,18:30,8.841,47.9138
2/22/2022,19:00,8.767,47.7806
2/22/2022,19:30,8.643,47.5574
2/22/2022,20:00,8.494,47.2892
2/22/2022,20:30,8.344,47.0192
2/22/2022,21:00,8.195,46.751
2/22/2022,21:30,8.07,46.526
2/22/2022,22:00,7.945,46.301
2/22/2022,22:30,7.87,46.166
2/22/2022,23:00,7.82,46.076
2/22/2022,23:30,7.77,45.986
2/23/2022,0:00,7.72,45.896
2/23/2022,0:30,7.67,45.806
2/23/2022,1:00,7.619,45.7142
2/23/2022,1:30,7.519,45.5342
2/23/2022,2:00,7.419,45.3542
2/23/2022,2:30,7.318,45.1724
2/23/2022,3:00,7.217,44.9906
2/23/2022,3:30,7.091,44.7638
2/23/2022,4:00,7.015,44.627
2/23/2022,4:30,6.864,44.3552
2/23/2022,5:00,6.737,44.1266
2/23/2022,5:30,6.636,43.9448
2/23/2022,6:00,6.535,43.763
2/23/2022,6:30,6.408,43.5344
2/23/2022,7:00,6.331,43.3958
2/23/2022,7:30,6.255,43.259
2/23/2022,8:00,6.179,43.1222
2/23/2022,8:30,6.128,43.0304
2/23/2022,9:00,6.077,42.9386
2/23/2022,9:30,6.102,42.9836
2/23/2022,10:00,6.153,43.0754
2/23/2022,10:30,6.255,43.259
2/23/2022,11:00,6.408,43.5344
2/23/2022,11:30,6.56,43.808
2/23/2022,12:00,6.763,44.1734
2/23/2022,12:30,6.965,44.537
2/23/2022,13:00,7.167,44.9006
2/23/2022,13:30,7.368,45.2624
2/23/2022,14:00,7.569,45.6242
2/23/2022,14:30,7.72,45.896
2/23/2022,15:00,7.87,46.166
2/23/2022,15:30,7.945,46.301
2/23/2022,16:00,8.02,46.436
2/23/2022,16:30,8.02,46.436
2/23/2022,17:00,7.995,46.391
2/23/2022,17:30,7.945,46.301
2/23/2022,18:00,7.845,46.121
2/23/2022,18:30,7.77,45.986
2/23/2022,19:00,7.67,45.806
2/23/2022,19:30,7.569,45.6242
2/23/2022,20:00,7.419,45.3542
2/23/2022,20:30,7.318,45.1724
2/23/2022,21:00,7.217,44.9906
2/23/2022,21:30,7.116,44.8088
2/23/2022,22:00,7.041,44.6738
2/23/2022,22:30,6.965,44.537
2/23/2022,23:00,6.914,44.4452
2/23/2022,23:30,6.864,44.3552
2/24/2022,0:00,6.813,44.2634
2/24/2022,0:30,6.763,44.1734
2/24/2022,1:00,6.712,44.0816
2/24/2022,1:30,6.687,44.0366
2/24/2022,2:00,6.636,43.9448
2/24/2022,2:30,6.585,43.853
2/24/2022,3:00,6.509,43.7162
2/24/2022,3:30,6.408,43.5344
2/24/2022,4:00,6.357,43.4426
2/24/2022,4:30,6.255,43.259
2/24/2022,5:00,6.153,43.0754
2/24/2022,5:30,6.051,42.8918
2/24/2022,6:00,5.924,42.6632
2/24/2022,6:30,5.847,42.5246
2/24/2022,7:00,5.745,42.341
2/24/2022,7:30,5.668,42.2024
2/24/2022,8:00,5.591,42.0638
2/24/2022,8:30,5.591,42.0638
2/24/2022,9:00,5.616,42.1088
2/24/2022,9:30,5.693,42.2474
2/24/2022,10:00,5.821,42.4778
2/24/2022,10:30,5.975,42.755
2/24/2022,11:00,6.204,43.1672
2/24/2022,11:30,6.408,43.5344
2/24/2022,12:00,6.611,43.8998
2/24/2022,12:30,6.889,44.4002
2/24/2022,13:00,7.116,44.8088
2/24/2022,13:30,7.368,45.2624
2/24/2022,14:00,7.569,45.6242
2/24/2022,14:30,7.77,45.986
2/24/2022,15:00,7.945,46.301
2/24/2022,15:30,8.07,46.526
2/24/2022,16:00,8.12,46.616
2/24/2022,16:30,8.17,46.706
2/24/2022,17:00,8.145,46.661
2/24/2022,17:30,8.12,46.616
2/24/2022,18:00,8.07,46.526
2/24/2022,18:30,7.97,46.346
2/24/2022,19:00,7.92,46.256
2/24/2022,19:30,7.795,46.031
2/24/2022,20:00,7.72,45.896
2/24/2022,20:30,7.619,45.7142
2/24/2022,21:00,7.544,45.5792
2/24/2022,21:30,7.469,45.4442
2/24/2022,22:00,7.419,45.3542
2/24/2022,22:30,7.393,45.3074
2/24/2022,23:00,7.343,45.2174
2/24/2022,23:30,7.293,45.1274
2/25/2022,0:00,7.268,45.0824
2/25/2022,0:30,7.217,44.9906
2/25/2022,1:00,7.167,44.9006
2/25/2022,1:30,7.142,44.8556
2/25/2022,2:00,7.091,44.7638
2/25/2022,2:30,7.015,44.627
2/25/2022,3:00,6.94,44.492
2/25/2022,3:30,6.864,44.3552
2/25/2022,4:00,6.763,44.1734
2/25/2022,4:30,6.661,43.9898
2/25/2022,5:00,6.56,43.808
2/25/2022,5:30,6.433,43.5794
2/25/2022,6:00,6.331,43.3958
2/25/2022,6:30,6.204,43.1672
2/25/2022,7:00,6.128,43.0304
2/25/2022,7:30,6.051,42.8918
2/25/2022,8:00,6,42.8
2/25/2022,8:30,5.975,42.755
2/25/2022,9:00,6,42.8
2/25/2022,9:30,6.102,42.9836
2/25/2022,10:00,6.23,43.214
2/25/2022,10:30,6.408,43.5344
2/25/2022,11:00,6.611,43.8998
2/25/2022,11:30,6.839,44.3102
2/25/2022,12:00,7.116,44.8088
2/25/2022,12:30,7.318,45.1724
2/25/2022,13:00,7.619,45.7142
2/25/2022,13:30,7.87,46.166
2/25/2022,14:00,8.07,46.526
2/25/2022,14:30,8.27,46.886
2/25/2022,15:00,8.419,47.1542
2/25/2022,15:30,8.593,47.4674
2/25/2022,16:00,8.618,47.5124
2/25/2022,16:30,8.668,47.6024
2/25/2022,17:00,8.668,47.6024
2/25/2022,17:30,8.643,47.5574
2/25/2022,18:00,8.568,47.4224
2/25/2022,18:30,8.494,47.2892
2/25/2022,19:00,8.419,47.1542
2/25/2022,19:30,8.319,46.9742
2/25/2022,20:00,8.22,46.796
2/25/2022,20:30,8.12,46.616
2/25/2022,21:00,8.07,46.526
2/25/2022,21:30,7.995,46.391
2/25/2022,22:00,7.97,46.346
2/25/2022,22:30,7.92,46.256
2/25/2022,23:00,7.895,46.211
2/25/2022,23:30,7.87,46.166
2/26/2022,0:00,7.82,46.076
2/26/2022,0:30,7.82,46.076
2/26/2022,1:00,7.77,45.986
2/26/2022,1:30,7.77,45.986
2/26/2022,2:00,7.72,45.896
2/26/2022,2:30,7.67,45.806
2/26/2022,3:00,7.619,45.7142
2/26/2022,3:30,7.544,45.5792
2/26/2022,4:00,7.469,45.4442
2/26/2022,4:30,7.393,45.3074
2/26/2022,5:00,7.268,45.0824
2/26/2022,5:30,7.167,44.9006
2/26/2022,6:00,7.041,44.6738
2/26/2022,6:30,6.94,44.492
2/26/2022,7:00,6.864,44.3552
2/26/2022,7:30,6.788,44.2184
2/26/2022,8:00,6.737,44.1266
2/26/2022,8:30,6.712,44.0816
2/26/2022,9:00,6.763,44.1734
2/26/2022,9:30,6.864,44.3552
2/26/2022,10:00,6.99,44.582
2/26/2022,10:30,7.142,44.8556
2/26/2022,11:00,7.318,45.1724
2/26/2022,11:30,7.519,45.5342
2/26/2022,12:00,7.745,45.941
2/26/2022,12:30,7.92,46.256
2/26/2022,13:00,8.12,46.616
2/26/2022,13:30,8.245,46.841
2/26/2022,14:00,8.295,46.931
2/26/2022,14:30,8.394,47.1092
2/26/2022,15:00,8.519,47.3342
2/26/2022,15:30,8.618,47.5124
2/26/2022,16:00,8.668,47.6024
2/26/2022,16:30,8.693,47.6474
2/26/2022,17:00,8.668,47.6024
2/26/2022,17:30,8.693,47.6474
2/26/2022,18:00,8.668,47.6024
2/26/2022,18:30,8.668,47.6024
2/26/2022,19:00,8.668,47.6024
2/26/2022,19:30,8.618,47.5124
2/26/2022,20:00,8.643,47.5574
2/26/2022,20:30,8.668,47.6024
2/26/2022,21:00,8.668,47.6024
2/26/2022,21:30,8.693,47.6474
2/26/2022,22:00,8.717,47.6906
2/26/2022,22:30,8.792,47.8256
2/26/2022,23:00,8.841,47.9138
2/26/2022,23:30,8.891,48.0038
2/27/2022,0:00,8.941,48.0938
2/27/2022,0:30,8.965,48.137
2/27/2022,1:00,9.015,48.227
2/27/2022,1:30,9.04,48.272
2/27/2022,2:00,9.064,48.3152
2/27/2022,2:30,9.064,48.3152
2/27/2022,3:00,9.015,48.227
2/27/2022,3:30,9.015,48.227
2/27/2022,4:00,8.965,48.137
2/27/2022,4:30,8.965,48.137
2/27/2022,5:00,8.941,48.0938
2/27/2022,5:30,8.866,47.9588
2/27/2022,6:00,8.817,47.8706
2/27/2022,6:30,8.742,47.7356
2/27/2022,7:00,8.717,47.6906
2/27/2022,7:30,8.693,47.6474
2/27/2022,8:00,8.668,47.6024
2/27/2022,8:30,8.717,47.6906
2/27/2022,9:00,8.767,47.7806
2/27/2022,9:30,8.916,48.0488
2/27/2022,10:00,9.015,48.227
2/27/2022,10:30,9.213,48.5834
2/27/2022,11:00,9.336,48.8048
2/27/2022,11:30,9.509,49.1162
2/27/2022,12:00,9.682,49.4276
2/27/2022,12:30,9.903,49.8254
2/27/2022,13:00,10.075,50.135
2/27/2022,13:30,10.247,50.4446
2/27/2022,14:00,10.492,50.8856
2/27/2022,14:30,10.638,51.1484
2/27/2022,15:00,10.736,51.3248
2/27/2022,15:30,10.81,51.458
2/27/2022,16:00,10.883,51.5894
2/27/2022,16:30,10.858,51.5444
2/27/2022,17:00,10.956,51.7208
2/27/2022,17:30,10.932,51.6776
2/27/2022,18:00,10.932,51.6776
2/27/2022,18:30,10.858,51.5444
2/27/2022,19:00,10.785,51.413
2/27/2022,19:30,10.712,51.2816
2/27/2022,20:00,10.614,51.1052
2/27/2022,20:30,10.516,50.9288
2/27/2022,21:00,10.443,50.7974
2/27/2022,21:30,10.369,50.6642
2/27/2022,22:00,10.32,50.576
2/27/2022,22:30,10.247,50.4446
2/27/2022,23:00,10.198,50.3564
2/27/2022,23:30,10.124,50.2232
2/28/2022,0:00,10.075,50.135
2/28/2022,0:30,10.051,50.0918
2/28/2022,1:00,10.001,50.0018
2/28/2022,1:30,9.952,49.9136
2/28/2022,2:00,9.903,49.8254
2/28/2022,2:30,9.854,49.7372
2/28/2022,3:00,9.78,49.604
2/28/2022,3:30,9.706,49.4708
2/28/2022,4:00,9.608,49.2944
2/28/2022,4:30,9.534,49.1612
2/28/2022,5:00,9.46,49.028
2/28/2022,5:30,9.361,48.8498
2/28/2022,6:00,9.287,48.7166
2/28/2022,6:30,9.188,48.5384
2/28/2022,7:00,9.089,48.3602
2/28/2022,7:30,9.015,48.227
2/28/2022,8:00,8.965,48.137
2/28/2022,8:30,8.965,48.137
2/28/2022,9:00,9.064,48.3152
2/28/2022,9:30,9.139,48.4502
2/28/2022,10:00,9.238,48.6284
2/28/2022,10:30,9.46,49.028
2/28/2022,11:00,9.632,49.3376
2/28/2022,11:30,9.731,49.5158
2/28/2022,12:00,9.879,49.7822
2/28/2022,12:30,10.124,50.2232
2/28/2022,13:00,10.394,50.7092
2/28/2022,13:30,10.638,51.1484
2/28/2022,14:00,10.907,51.6326
2/28/2022,14:30,11.102,51.9836
2/28/2022,15:00,11.273,52.2914
2/28/2022,15:30,11.394,52.5092
2/28/2022,16:00,11.467,52.6406
2/28/2022,16:30,11.516,52.7288
2/28/2022,17:00,11.516,52.7288
2/28/2022,17:30,11.492,52.6856
2/28/2022,18:00,11.443,52.5974
2/28/2022,18:30,11.394,52.5092
2/28/2022,19:00,11.346,52.4228
2/28/2022,19:30,11.273,52.2914
2/28/2022,20:00,11.175,52.115
2/28/2022,20:30,11.127,52.0286
2/28/2022,21:00,11.078,51.9404
2/28/2022,21:30,11.053,51.8954
2/28/2022,22:00,11.029,51.8522
2/28/2022,22:30,10.98,51.764
2/28/2022,23:00,10.932,51.6776
2/28/2022,23:30,10.932,51.6776
3/1/2022,0:00,10.907,51.6326
3/1/2022,0:30,10.907,51.6326
3/1/2022,1:00,10.883,51.5894
3/1/2022,1:30,10.858,51.5444
3/1/2022,2:00,10.834,51.5012
3/1/2022,2:30,10.785,51.413
3/1/2022,3:00,10.761,51.3698
