site,release_site,release_id,date_recaptured,number_recaptured,median_fork_length_recaptured
Clear Creek,CCRB,CLR473,2010-12-08,21,35
Clear Creek,CCRB,CLR473,2010-12-09,4,35
Clear Creek,CCRB,CLR473,2010-12-10,0,NA
Clear Creek,CCRB,CLR473,2010-12-11,0,NA
Clear Creek,CCRB,CLR473,2010-12-12,0,NA
Clear Creek,CCRB,CLR474,2010-12-08,15,35
Clear Creek,CCRB,CLR474,2010-12-09,1,35
Clear Creek,CCRB,CLR474,2010-12-10,0,NA
Clear Creek,CCRB,CLR474,2010-12-11,0,NA
Clear Creek,CCRB,CLR474,2010-12-12,0,NA
Clear Creek,CCRB,CLR475,2010-12-12,11,35
Clear Creek,CCRB,CLR475,2010-12-13,1,35
Clear Creek,CCRB,CLR475,2010-12-14,0,NA
Clear Creek,CCRB,CLR475,2010-12-15,0,NA
Clear Creek,CCRB,CLR475,2010-12-16,0,NA
Clear Creek,CCRB,CLR476,2010-12-12,23,35
Clear Creek,CCRB,CLR476,2010-12-13,0,NA
Clear Creek,CCRB,CLR476,2010-12-14,0,NA
Clear Creek,CCRB,CLR476,2010-12-15,0,NA
Clear Creek,CCRB,CLR476,2010-12-16,0,NA
Clear Creek,CCRB,CLR477,2010-12-12,19,35
Clear Creek,CCRB,CLR477,2010-12-13,1,35
Clear Creek,CCRB,CLR477,2010-12-14,0,NA
Clear Creek,CCRB,CLR477,2010-12-15,0,NA
Clear Creek,CCRB,CLR477,2010-12-16,0,NA
Clear Creek,CCRB,CLR478,2010-12-16,21,36
Clear Creek,CCRB,CLR478,2010-12-17,1,36
Clear Creek,CCRB,CLR478,2010-12-18,0,NA
Clear Creek,CCRB,CLR478,2010-12-19,1,36
Clear Creek,CCRB,CLR478,2010-12-20,0,NA
Clear Creek,CCRB,CLR479,2010-12-16,21,35
Clear Creek,CCRB,CLR479,2010-12-17,2,35
Clear Creek,CCRB,CLR479,2010-12-18,0,NA
Clear Creek,CCRB,CLR479,2010-12-19,1,35
Clear Creek,CCRB,CLR479,2010-12-20,0,NA
Clear Creek,CCRB,CLR480,2010-12-16,19,35
Clear Creek,CCRB,CLR480,2010-12-17,1,35
Clear Creek,CCRB,CLR480,2010-12-18,0,NA
Clear Creek,CCRB,CLR480,2010-12-19,0,NA
Clear Creek,CCRB,CLR480,2010-12-20,0,NA
Clear Creek,CCRB,CLR481,2010-12-22,20,36
Clear Creek,CCRB,CLR481,2010-12-23,0,NA
Clear Creek,CCRB,CLR481,2010-12-24,0,NA
Clear Creek,CCRB,CLR481,2010-12-25,0,NA
Clear Creek,CCRB,CLR481,2010-12-26,0,NA
Clear Creek,CCRB,CLR482,2010-12-22,10,36
Clear Creek,CCRB,CLR482,2010-12-23,0,NA
Clear Creek,CCRB,CLR482,2010-12-24,0,NA
Clear Creek,CCRB,CLR482,2010-12-25,0,NA
Clear Creek,CCRB,CLR482,2010-12-26,0,NA
Clear Creek,CCRB,CLR483,2010-12-22,13,35
Clear Creek,CCRB,CLR483,2010-12-23,0,NA
Clear Creek,CCRB,CLR483,2010-12-24,0,NA
Clear Creek,CCRB,CLR483,2010-12-25,0,NA
Clear Creek,CCRB,CLR483,2010-12-26,0,NA
Clear Creek,CCRB,CLR484,2010-12-24,12,37
Clear Creek,CCRB,CLR484,2010-12-25,4,37
Clear Creek,CCRB,CLR484,2010-12-26,0,NA
Clear Creek,CCRB,CLR484,2010-12-27,0,NA
Clear Creek,CCRB,CLR484,2010-12-28,0,NA
Clear Creek,CCRB,CLR485,2010-12-24,15,36
Clear Creek,CCRB,CLR485,2010-12-25,3,36
Clear Creek,CCRB,CLR485,2010-12-26,0,NA
Clear Creek,CCRB,CLR485,2010-12-27,0,NA
Clear Creek,CCRB,CLR485,2010-12-28,0,NA
Clear Creek,CCRB,CLR486,2010-12-24,16,37
Clear Creek,CCRB,CLR486,2010-12-25,2,37
Clear Creek,CCRB,CLR486,2010-12-26,0,NA
Clear Creek,CCRB,CLR486,2010-12-27,0,NA
Clear Creek,CCRB,CLR486,2010-12-28,0,NA
Clear Creek,VB,CLR487,2011-01-03,11,35
Clear Creek,VB,CLR487,2011-01-04,0,NA
Clear Creek,VB,CLR487,2011-01-05,0,NA
Clear Creek,VB,CLR487,2011-01-06,0,NA
Clear Creek,VB,CLR487,2011-01-07,0,NA
Clear Creek,VB,CLR488,2011-01-03,10,37
Clear Creek,VB,CLR488,2011-01-04,0,NA
Clear Creek,VB,CLR488,2011-01-05,0,NA
Clear Creek,VB,CLR488,2011-01-06,0,NA
Clear Creek,VB,CLR488,2011-01-07,0,NA
Clear Creek,VB,CLR489,2011-01-03,5,36
Clear Creek,VB,CLR489,2011-01-04,0,NA
Clear Creek,VB,CLR489,2011-01-05,0,NA
Clear Creek,VB,CLR489,2011-01-06,0,NA
Clear Creek,VB,CLR489,2011-01-07,0,NA
Clear Creek,VB,CLR490,2011-01-06,8,38
Clear Creek,VB,CLR490,2011-01-07,0,NA
Clear Creek,VB,CLR490,2011-01-08,0,NA
Clear Creek,VB,CLR490,2011-01-09,0,NA
Clear Creek,VB,CLR490,2011-01-10,0,NA
Clear Creek,VB,CLR491,2011-01-06,11,37
Clear Creek,VB,CLR491,2011-01-07,0,NA
Clear Creek,VB,CLR491,2011-01-08,0,NA
Clear Creek,VB,CLR491,2011-01-09,0,NA
Clear Creek,VB,CLR491,2011-01-10,0,NA
Clear Creek,VB,CLR492,2011-01-06,13,37
Clear Creek,VB,CLR492,2011-01-07,0,NA
Clear Creek,VB,CLR492,2011-01-08,0,NA
Clear Creek,VB,CLR492,2011-01-09,0,NA
Clear Creek,VB,CLR492,2011-01-10,0,NA
Clear Creek,VB,CLR493,2011-01-09,9,36
Clear Creek,VB,CLR493,2011-01-10,1,36
Clear Creek,VB,CLR493,2011-01-11,0,NA
Clear Creek,VB,CLR493,2011-01-12,0,NA
Clear Creek,VB,CLR493,2011-01-13,0,NA
Clear Creek,VB,CLR494,2011-01-09,8,35
Clear Creek,VB,CLR494,2011-01-10,0,NA
Clear Creek,VB,CLR494,2011-01-11,0,NA
Clear Creek,VB,CLR494,2011-01-12,0,NA
Clear Creek,VB,CLR494,2011-01-13,0,NA
Clear Creek,VB,CLR495,2011-01-09,7,37
Clear Creek,VB,CLR495,2011-01-10,0,NA
Clear Creek,VB,CLR495,2011-01-11,0,NA
Clear Creek,VB,CLR495,2011-01-12,0,NA
Clear Creek,VB,CLR495,2011-01-13,0,NA
Clear Creek,VB,CLR496,2011-01-13,17,37
Clear Creek,VB,CLR496,2011-01-14,1,37
Clear Creek,VB,CLR496,2011-01-15,0,NA
Clear Creek,VB,CLR496,2011-01-16,0,NA
Clear Creek,VB,CLR496,2011-01-17,0,NA
Clear Creek,VB,CLR497,2011-01-13,19,37
Clear Creek,VB,CLR497,2011-01-14,1,37
Clear Creek,VB,CLR497,2011-01-15,0,NA
Clear Creek,VB,CLR497,2011-01-16,0,NA
Clear Creek,VB,CLR497,2011-01-17,0,NA
Clear Creek,VB,CLR498,2011-01-16,13,37
Clear Creek,VB,CLR498,2011-01-17,0,NA
Clear Creek,VB,CLR498,2011-01-18,0,NA
Clear Creek,VB,CLR498,2011-01-19,0,NA
Clear Creek,VB,CLR498,2011-01-20,0,NA
Clear Creek,VB,CLR499,2011-01-16,20,37
Clear Creek,VB,CLR499,2011-01-17,3,37
Clear Creek,VB,CLR499,2011-01-18,0,NA
Clear Creek,VB,CLR499,2011-01-19,0,NA
Clear Creek,VB,CLR499,2011-01-20,0,NA
Clear Creek,VB,CLR500,2011-01-20,30,36
Clear Creek,VB,CLR500,2011-01-21,0,NA
Clear Creek,VB,CLR500,2011-01-22,0,NA
Clear Creek,VB,CLR500,2011-01-23,0,NA
Clear Creek,VB,CLR500,2011-01-24,0,NA
Clear Creek,VB,CLR501,2011-01-20,29,37
Clear Creek,VB,CLR501,2011-01-21,1,37
Clear Creek,VB,CLR501,2011-01-22,0,NA
Clear Creek,VB,CLR501,2011-01-23,0,NA
Clear Creek,VB,CLR501,2011-01-24,0,NA
Clear Creek,VB,CLR502,2011-01-23,22,36
Clear Creek,VB,CLR502,2011-01-24,0,NA
Clear Creek,VB,CLR502,2011-01-25,0,NA
Clear Creek,VB,CLR502,2011-01-26,0,NA
Clear Creek,VB,CLR502,2011-01-27,0,NA
Clear Creek,VB,CLR503,2011-01-23,22,36
Clear Creek,VB,CLR503,2011-01-24,0,NA
Clear Creek,VB,CLR503,2011-01-25,0,NA
Clear Creek,VB,CLR503,2011-01-26,0,NA
Clear Creek,VB,CLR503,2011-01-27,0,NA
Clear Creek,VB,CLR504,2011-01-27,14,37
Clear Creek,VB,CLR504,2011-01-28,0,NA
Clear Creek,VB,CLR504,2011-01-29,0,NA
Clear Creek,VB,CLR504,2011-01-30,0,NA
Clear Creek,VB,CLR504,2011-01-31,0,NA
Clear Creek,VB,CLR505,2011-01-27,17,38
Clear Creek,VB,CLR505,2011-01-28,1,38
Clear Creek,VB,CLR505,2011-01-29,0,NA
Clear Creek,VB,CLR505,2011-01-30,0,NA
Clear Creek,VB,CLR505,2011-01-31,0,NA
Clear Creek,VB,CLR506,2011-01-30,14,37
Clear Creek,VB,CLR506,2011-01-31,2,37
Clear Creek,VB,CLR506,2011-02-01,0,NA
Clear Creek,VB,CLR506,2011-02-02,0,NA
Clear Creek,VB,CLR506,2011-02-03,0,NA
Clear Creek,VB,CLR507,2011-01-30,11,37
Clear Creek,VB,CLR507,2011-01-31,4,37
Clear Creek,VB,CLR507,2011-02-01,1,37
Clear Creek,VB,CLR507,2011-02-02,0,NA
Clear Creek,VB,CLR507,2011-02-03,0,NA
Clear Creek,VB,CLR508,2011-02-03,20,37
Clear Creek,VB,CLR508,2011-02-04,1,37
Clear Creek,VB,CLR508,2011-02-05,0,NA
Clear Creek,VB,CLR508,2011-02-06,0,NA
Clear Creek,VB,CLR508,2011-02-07,0,NA
Clear Creek,VB,CLR509,2011-02-03,20,37
Clear Creek,VB,CLR509,2011-02-04,1,37
Clear Creek,VB,CLR509,2011-02-05,0,NA
Clear Creek,VB,CLR509,2011-02-06,0,NA
Clear Creek,VB,CLR509,2011-02-07,0,NA
Clear Creek,VB,CLR510,2011-02-06,14,37
Clear Creek,VB,CLR510,2011-02-07,0,NA
Clear Creek,VB,CLR510,2011-02-08,0,NA
Clear Creek,VB,CLR510,2011-02-09,0,NA
Clear Creek,VB,CLR510,2011-02-10,0,NA
Clear Creek,VB,CLR511,2011-02-06,17,38
Clear Creek,VB,CLR511,2011-02-07,0,NA
Clear Creek,VB,CLR511,2011-02-08,0,NA
Clear Creek,VB,CLR511,2011-02-09,0,NA
Clear Creek,VB,CLR511,2011-02-10,0,NA
Clear Creek,VB,CLR512,2011-02-10,27,36
Clear Creek,VB,CLR512,2011-02-11,0,NA
Clear Creek,VB,CLR512,2011-02-12,0,NA
Clear Creek,VB,CLR512,2011-02-13,0,NA
Clear Creek,VB,CLR512,2011-02-14,0,NA
Clear Creek,VB,CLR513,2011-02-10,25,37
Clear Creek,VB,CLR513,2011-02-11,0,NA
Clear Creek,VB,CLR513,2011-02-12,0,NA
Clear Creek,VB,CLR513,2011-02-13,0,NA
Clear Creek,VB,CLR513,2011-02-14,0,NA
Clear Creek,VB,CLR514,2011-02-13,27,36
Clear Creek,VB,CLR514,2011-02-14,3,36
Clear Creek,VB,CLR514,2011-02-15,0,NA
Clear Creek,VB,CLR514,2011-02-16,3,36
Clear Creek,VB,CLR514,2011-02-17,0,NA
Clear Creek,VB,CLR515,2011-02-13,28,37
Clear Creek,VB,CLR515,2011-02-14,0,NA
Clear Creek,VB,CLR515,2011-02-15,2,37
Clear Creek,VB,CLR515,2011-02-16,0,NA
Clear Creek,VB,CLR515,2011-02-17,0,NA
Clear Creek,VB,CLR516,2011-02-17,21,37
Clear Creek,VB,CLR516,2011-02-18,0,NA
Clear Creek,VB,CLR516,2011-02-19,0,NA
Clear Creek,VB,CLR516,2011-02-20,0,NA
Clear Creek,VB,CLR516,2011-02-21,0,NA
Clear Creek,VB,CLR517,2011-02-17,17,36
Clear Creek,VB,CLR517,2011-02-18,2,36
Clear Creek,VB,CLR517,2011-02-19,0,NA
Clear Creek,VB,CLR517,2011-02-20,0,NA
Clear Creek,VB,CLR517,2011-02-21,0,NA
Clear Creek,VB,CLR518,2011-02-20,14,35
Clear Creek,VB,CLR518,2011-02-21,0,NA
Clear Creek,VB,CLR518,2011-02-22,0,NA
Clear Creek,VB,CLR518,2011-02-23,1,35
Clear Creek,VB,CLR518,2011-02-24,0,NA
Clear Creek,VB,CLR519,2011-02-20,14,37
Clear Creek,VB,CLR519,2011-02-21,0,NA
Clear Creek,VB,CLR519,2011-02-22,0,NA
Clear Creek,VB,CLR519,2011-02-23,0,NA
Clear Creek,VB,CLR519,2011-02-24,0,NA
Clear Creek,VB,CLR520,2011-02-24,11,36
Clear Creek,VB,CLR520,2011-02-25,0,NA
Clear Creek,VB,CLR520,2011-02-26,0,NA
Clear Creek,VB,CLR520,2011-02-27,0,NA
Clear Creek,VB,CLR520,2011-02-28,0,NA
Clear Creek,VB,CLR521,2011-02-24,21,34
Clear Creek,VB,CLR521,2011-02-25,0,NA
Clear Creek,VB,CLR521,2011-02-26,0,NA
Clear Creek,VB,CLR521,2011-02-27,0,NA
Clear Creek,VB,CLR521,2011-02-28,0,NA
Clear Creek,VB,CLR522,2011-02-27,12,35
Clear Creek,VB,CLR522,2011-02-28,1,35
Clear Creek,VB,CLR522,2011-03-01,0,NA
Clear Creek,VB,CLR522,2011-03-02,0,NA
Clear Creek,VB,CLR522,2011-03-03,0,NA
Clear Creek,VB,CLR523,2011-02-27,8,34
Clear Creek,VB,CLR523,2011-02-28,0,NA
Clear Creek,VB,CLR523,2011-03-01,0,NA
Clear Creek,VB,CLR523,2011-03-02,0,NA
Clear Creek,VB,CLR523,2011-03-03,0,NA
Clear Creek,VB,CLR524,2011-02-27,13,35
Clear Creek,VB,CLR524,2011-02-28,1,35
Clear Creek,VB,CLR524,2011-03-01,0,NA
Clear Creek,VB,CLR524,2011-03-02,0,NA
Clear Creek,VB,CLR524,2011-03-03,0,NA
Clear Creek,VB,CLR525,2011-03-03,6,36
Clear Creek,VB,CLR525,2011-03-04,0,NA
Clear Creek,VB,CLR525,2011-03-05,0,NA
Clear Creek,VB,CLR525,2011-03-06,0,NA
Clear Creek,VB,CLR525,2011-03-07,0,NA
Clear Creek,VB,CLR526,2011-03-03,11,35
Clear Creek,VB,CLR526,2011-03-04,0,NA
Clear Creek,VB,CLR526,2011-03-05,0,NA
Clear Creek,VB,CLR526,2011-03-06,0,NA
Clear Creek,VB,CLR526,2011-03-07,0,NA
Clear Creek,VB,CLR527,2011-03-06,7,35
Clear Creek,VB,CLR527,2011-03-07,2,35
Clear Creek,VB,CLR527,2011-03-08,0,NA
Clear Creek,VB,CLR527,2011-03-09,0,NA
Clear Creek,VB,CLR527,2011-03-10,0,NA
Clear Creek,VB,CLR528,2011-03-06,6,35
Clear Creek,VB,CLR528,2011-03-07,1,35
Clear Creek,VB,CLR528,2011-03-08,0,NA
Clear Creek,VB,CLR528,2011-03-09,0,NA
Clear Creek,VB,CLR528,2011-03-10,0,NA
Clear Creek,VB,CLR529,2011-03-06,27,36
Clear Creek,VB,CLR529,2011-03-07,0,NA
Clear Creek,VB,CLR529,2011-03-08,0,NA
Clear Creek,VB,CLR529,2011-03-09,0,NA
Clear Creek,VB,CLR529,2011-03-10,0,NA
Clear Creek,VB,CLR530,2011-03-10,23,35
Clear Creek,VB,CLR530,2011-03-11,1,35
Clear Creek,VB,CLR530,2011-03-12,0,NA
Clear Creek,VB,CLR530,2011-03-13,0,NA
Clear Creek,VB,CLR530,2011-03-14,0,NA
Clear Creek,VB,CLR531,2011-03-10,15,35
Clear Creek,VB,CLR531,2011-03-11,3,35
Clear Creek,VB,CLR531,2011-03-12,0,NA
Clear Creek,VB,CLR531,2011-03-13,0,NA
Clear Creek,VB,CLR531,2011-03-14,0,NA
Clear Creek,VB,CLR532,2011-03-13,7,35
Clear Creek,VB,CLR532,2011-03-14,4,35
Clear Creek,VB,CLR532,2011-03-15,0,NA
Clear Creek,VB,CLR532,2011-03-16,0,NA
Clear Creek,VB,CLR532,2011-03-17,0,NA
Clear Creek,VB,CLR533,2011-03-31,8,37
Clear Creek,VB,CLR533,2011-04-01,0,NA
Clear Creek,VB,CLR533,2011-04-02,0,NA
Clear Creek,VB,CLR533,2011-04-03,0,NA
Clear Creek,VB,CLR533,2011-04-04,0,NA
Clear Creek,VB,CLR534,2011-03-31,16,36
Clear Creek,VB,CLR534,2011-04-01,0,NA
Clear Creek,VB,CLR534,2011-04-02,0,NA
Clear Creek,VB,CLR534,2011-04-03,0,NA
Clear Creek,VB,CLR534,2011-04-04,0,NA
Clear Creek,VB,CLR535,2011-04-24,7,37
Clear Creek,VB,CLR535,2011-04-25,0,NA
Clear Creek,VB,CLR535,2011-04-26,0,NA
Clear Creek,VB,CLR535,2011-04-27,0,NA
Clear Creek,VB,CLR535,2011-04-28,0,NA
Clear Creek,CCRB,CLR536,2012-01-06,21,36
Clear Creek,CCRB,CLR536,2012-01-07,2,36
Clear Creek,CCRB,CLR536,2012-01-08,0,NA
Clear Creek,CCRB,CLR536,2012-01-09,0,NA
Clear Creek,CCRB,CLR536,2012-01-10,0,NA
Clear Creek,CCRB,CLR537,2012-01-06,14,35
Clear Creek,CCRB,CLR537,2012-01-07,3,35
Clear Creek,CCRB,CLR537,2012-01-08,1,35
Clear Creek,CCRB,CLR537,2012-01-09,0,NA
Clear Creek,CCRB,CLR537,2012-01-10,0,NA
Clear Creek,CCRB,CLR538,2012-01-06,13,35
Clear Creek,CCRB,CLR538,2012-01-07,3,35
Clear Creek,CCRB,CLR538,2012-01-08,1,35
Clear Creek,CCRB,CLR538,2012-01-09,0,NA
Clear Creek,CCRB,CLR538,2012-01-10,0,NA
Clear Creek,VB,CLR539,2012-01-11,14,36
Clear Creek,VB,CLR539,2012-01-12,0,NA
Clear Creek,VB,CLR539,2012-01-13,0,NA
Clear Creek,VB,CLR539,2012-01-14,0,NA
Clear Creek,VB,CLR539,2012-01-15,0,NA
Clear Creek,VB,CLR540,2012-01-11,14,36
Clear Creek,VB,CLR540,2012-01-12,0,NA
Clear Creek,VB,CLR540,2012-01-13,0,NA
Clear Creek,VB,CLR540,2012-01-14,0,NA
Clear Creek,VB,CLR540,2012-01-15,0,NA
Clear Creek,VB,CLR541,2012-01-11,21,37
Clear Creek,VB,CLR541,2012-01-12,0,NA
Clear Creek,VB,CLR541,2012-01-13,0,NA
Clear Creek,VB,CLR541,2012-01-14,0,NA
Clear Creek,VB,CLR541,2012-01-15,0,NA
Clear Creek,CCRB,CLR542,2012-01-14,12,37
Clear Creek,CCRB,CLR542,2012-01-15,1,37
Clear Creek,CCRB,CLR542,2012-01-16,0,NA
Clear Creek,CCRB,CLR542,2012-01-17,0,NA
Clear Creek,CCRB,CLR542,2012-01-18,0,NA
Clear Creek,CCRB,CLR543,2012-01-14,9,37
Clear Creek,CCRB,CLR543,2012-01-15,2,37
Clear Creek,CCRB,CLR543,2012-01-16,0,NA
Clear Creek,CCRB,CLR543,2012-01-17,0,NA
Clear Creek,CCRB,CLR543,2012-01-18,0,NA
Clear Creek,CCRB,CLR544,2012-01-14,13,37
Clear Creek,CCRB,CLR544,2012-01-15,1,37
Clear Creek,CCRB,CLR544,2012-01-16,0,NA
Clear Creek,CCRB,CLR544,2012-01-17,0,NA
Clear Creek,CCRB,CLR544,2012-01-18,0,NA
Clear Creek,VB,CLR545,2012-01-18,7,37
Clear Creek,VB,CLR545,2012-01-19,2,37
Clear Creek,VB,CLR545,2012-01-20,3,37
Clear Creek,VB,CLR545,2012-01-21,0,NA
Clear Creek,VB,CLR545,2012-01-22,0,NA
Clear Creek,VB,CLR546,2012-01-18,6,36
Clear Creek,VB,CLR546,2012-01-19,0,NA
Clear Creek,VB,CLR546,2012-01-20,1,36
Clear Creek,VB,CLR546,2012-01-21,0,NA
Clear Creek,VB,CLR546,2012-01-22,0,NA
Clear Creek,VB,CLR547,2012-01-18,3,36
Clear Creek,VB,CLR547,2012-01-19,1,36
Clear Creek,VB,CLR547,2012-01-20,0,NA
Clear Creek,VB,CLR547,2012-01-21,0,NA
Clear Creek,VB,CLR547,2012-01-22,0,NA
Clear Creek,CCRB,CLR548,2012-01-22,11,37
Clear Creek,CCRB,CLR548,2012-01-23,5,37
Clear Creek,CCRB,CLR548,2012-01-24,0,NA
Clear Creek,CCRB,CLR548,2012-01-25,0,NA
Clear Creek,CCRB,CLR548,2012-01-26,0,NA
Clear Creek,CCRB,CLR549,2012-01-22,16,37
Clear Creek,CCRB,CLR549,2012-01-23,1,37
Clear Creek,CCRB,CLR549,2012-01-24,0,NA
Clear Creek,CCRB,CLR549,2012-01-25,0,NA
Clear Creek,CCRB,CLR549,2012-01-26,0,NA
Clear Creek,CCRB,CLR550,2012-01-22,12,37
Clear Creek,CCRB,CLR550,2012-01-23,6,37
Clear Creek,CCRB,CLR550,2012-01-24,0,NA
Clear Creek,CCRB,CLR550,2012-01-25,0,NA
Clear Creek,CCRB,CLR550,2012-01-26,0,NA
Clear Creek,VB,CLR551,2012-01-25,24,37
Clear Creek,VB,CLR551,2012-01-26,1,37
Clear Creek,VB,CLR551,2012-01-27,0,NA
Clear Creek,VB,CLR551,2012-01-28,0,NA
Clear Creek,VB,CLR551,2012-01-29,0,NA
Clear Creek,VB,CLR552,2012-01-25,17,37
Clear Creek,VB,CLR552,2012-01-26,1,37
Clear Creek,VB,CLR552,2012-01-27,0,NA
Clear Creek,VB,CLR552,2012-01-28,0,NA
Clear Creek,VB,CLR552,2012-01-29,0,NA
Clear Creek,VB,CLR553,2012-01-25,13,36
Clear Creek,VB,CLR553,2012-01-26,1,36
Clear Creek,VB,CLR553,2012-01-27,0,NA
Clear Creek,VB,CLR553,2012-01-28,0,NA
Clear Creek,VB,CLR553,2012-01-29,0,NA
Clear Creek,CCRB,CLR554,2012-01-28,20,36
Clear Creek,CCRB,CLR554,2012-01-29,0,NA
Clear Creek,CCRB,CLR554,2012-01-30,0,NA
Clear Creek,CCRB,CLR554,2012-01-31,0,NA
Clear Creek,CCRB,CLR554,2012-02-01,0,NA
Clear Creek,CCRB,CLR555,2012-01-28,25,37
Clear Creek,CCRB,CLR555,2012-01-29,1,37
Clear Creek,CCRB,CLR555,2012-01-30,0,NA
Clear Creek,CCRB,CLR555,2012-01-31,0,NA
Clear Creek,CCRB,CLR555,2012-02-01,0,NA
Clear Creek,VB,CLR556,2012-02-01,17,37
Clear Creek,VB,CLR556,2012-02-02,2,37
Clear Creek,VB,CLR556,2012-02-03,0,NA
Clear Creek,VB,CLR556,2012-02-04,0,NA
Clear Creek,VB,CLR556,2012-02-05,0,NA
Clear Creek,VB,CLR557,2012-02-01,16,37
Clear Creek,VB,CLR557,2012-02-02,3,37
Clear Creek,VB,CLR557,2012-02-03,0,NA
Clear Creek,VB,CLR557,2012-02-04,0,NA
Clear Creek,VB,CLR557,2012-02-05,0,NA
Clear Creek,CCRB,CLR558,2012-02-04,32,37
Clear Creek,CCRB,CLR558,2012-02-05,0,NA
Clear Creek,CCRB,CLR558,2012-02-06,0,NA
Clear Creek,CCRB,CLR558,2012-02-07,0,NA
Clear Creek,CCRB,CLR558,2012-02-08,0,NA
Clear Creek,CCRB,CLR559,2012-02-04,33,37
Clear Creek,CCRB,CLR559,2012-02-05,1,37
Clear Creek,CCRB,CLR559,2012-02-06,0,NA
Clear Creek,CCRB,CLR559,2012-02-07,0,NA
Clear Creek,CCRB,CLR559,2012-02-08,0,NA
Clear Creek,VB,CLR560,2012-02-08,6,36
Clear Creek,VB,CLR560,2012-02-09,4,36
Clear Creek,VB,CLR560,2012-02-10,1,36
Clear Creek,VB,CLR560,2012-02-11,0,NA
Clear Creek,VB,CLR560,2012-02-12,0,NA
Clear Creek,VB,CLR561,2012-02-08,17,36
Clear Creek,VB,CLR561,2012-02-09,1,36
Clear Creek,VB,CLR561,2012-02-10,0,NA
Clear Creek,VB,CLR561,2012-02-11,0,NA
Clear Creek,VB,CLR561,2012-02-12,0,NA
Clear Creek,CCRB,CLR562,2012-02-11,19,36
Clear Creek,CCRB,CLR562,2012-02-12,3,36
Clear Creek,CCRB,CLR562,2012-02-13,0,NA
Clear Creek,CCRB,CLR562,2012-02-14,0,NA
Clear Creek,CCRB,CLR562,2012-02-15,0,NA
Clear Creek,CCRB,CLR563,2012-02-11,9,36
Clear Creek,CCRB,CLR563,2012-02-12,1,36
Clear Creek,CCRB,CLR563,2012-02-13,0,NA
Clear Creek,CCRB,CLR563,2012-02-14,0,NA
Clear Creek,CCRB,CLR563,2012-02-15,0,NA
Clear Creek,VB,CLR564,2012-02-15,23,36
Clear Creek,VB,CLR564,2012-02-16,0,NA
Clear Creek,VB,CLR564,2012-02-17,0,NA
Clear Creek,VB,CLR564,2012-02-18,0,NA
Clear Creek,VB,CLR564,2012-02-19,0,NA
Clear Creek,VB,CLR565,2012-02-15,30,36
Clear Creek,VB,CLR565,2012-02-16,1,36
Clear Creek,VB,CLR565,2012-02-17,0,NA
Clear Creek,VB,CLR565,2012-02-18,0,NA
Clear Creek,VB,CLR565,2012-02-19,0,NA
Clear Creek,VB,CLR566,2012-02-22,8,36
Clear Creek,VB,CLR566,2012-02-23,0,NA
Clear Creek,VB,CLR566,2012-02-24,0,NA
Clear Creek,VB,CLR566,2012-02-25,0,NA
Clear Creek,VB,CLR566,2012-02-26,0,NA
Clear Creek,VB,CLR567,2012-02-22,10,37
Clear Creek,VB,CLR567,2012-02-23,0,NA
Clear Creek,VB,CLR567,2012-02-24,0,NA
Clear Creek,VB,CLR567,2012-02-25,0,NA
Clear Creek,VB,CLR567,2012-02-26,0,NA
Clear Creek,VB,CLR568,2012-02-29,12,36
Clear Creek,VB,CLR568,2012-03-01,3,36
Clear Creek,VB,CLR568,2012-03-02,0,NA
Clear Creek,VB,CLR568,2012-03-03,1,36
Clear Creek,VB,CLR568,2012-03-04,0,NA
Clear Creek,VB,CLR569,2012-02-29,17,36
Clear Creek,VB,CLR569,2012-03-01,5,36
Clear Creek,VB,CLR569,2012-03-02,0,NA
Clear Creek,VB,CLR569,2012-03-03,2,36
Clear Creek,VB,CLR569,2012-03-04,0,NA
Clear Creek,VB,CLR570,2012-03-07,34,36
Clear Creek,VB,CLR570,2012-03-08,0,NA
Clear Creek,VB,CLR570,2012-03-09,0,NA
Clear Creek,VB,CLR570,2012-03-10,0,NA
Clear Creek,VB,CLR570,2012-03-11,0,NA
Clear Creek,VB,CLR571,2012-03-07,15,35
Clear Creek,VB,CLR571,2012-03-08,1,35
Clear Creek,VB,CLR571,2012-03-09,1,35
Clear Creek,VB,CLR571,2012-03-10,0,NA
Clear Creek,VB,CLR571,2012-03-11,0,NA
Clear Creek,VB,CLR572,2012-03-16,1,36
Clear Creek,VB,CLR572,2012-03-17,0,NA
Clear Creek,VB,CLR572,2012-03-18,0,NA
Clear Creek,VB,CLR572,2012-03-19,0,NA
Clear Creek,VB,CLR572,2012-03-20,0,NA
Clear Creek,VB,CLR573,2012-03-16,0,NA
Clear Creek,VB,CLR573,2012-03-17,0,NA
Clear Creek,VB,CLR573,2012-03-18,0,NA
Clear Creek,VB,CLR573,2012-03-19,0,NA
Clear Creek,VB,CLR573,2012-03-20,0,NA
Clear Creek,VB,CLR574,2012-03-18,17,36
Clear Creek,VB,CLR574,2012-03-19,0,NA
Clear Creek,VB,CLR574,2012-03-20,0,NA
Clear Creek,VB,CLR574,2012-03-21,0,NA
Clear Creek,VB,CLR574,2012-03-22,0,NA
Clear Creek,VB,CLR575,2012-03-18,8,35
Clear Creek,VB,CLR575,2012-03-19,0,NA
